credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,churn_probability(%)
591,2,0,39,3,0.0,3,1,0,0.702356075005163,1,87.056305
533,1,1,36,7,0.3400253066892618,1,0,1,0.7836764911049005,0,7.5538225
553,0,1,41,9,0.43887356814872525,2,0,0,0.40947525488684167,0,6.499986
520,2,0,42,6,0.0,2,1,1,0.17201127707696084,0,9.701144
722,2,0,29,9,0.0,2,1,1,0.710175271738451,0,2.6903603
475,1,0,45,0,0.5351337668612783,1,1,0,0.13907033121663118,1,72.51281
490,2,1,31,3,0.5789610833625718,1,0,1,0.570330416554781,0,6.328081
804,2,1,33,7,0.3050983767951363,1,0,1,0.49225636048242605,0,6.065945
850,1,1,36,7,0.0,1,1,1,0.20402608449106888,0,7.9394727
582,0,1,41,6,0.28039065582364536,2,0,1,0.8903973329452962,0,2.354071
472,2,1,40,4,0.0,1,1,0,0.35074669630949756,0,40.991608
465,1,0,51,8,0.48833500486193426,1,0,0,0.9065169223660858,1,89.66013
556,1,0,61,2,0.46799618920973063,1,1,1,0.47075620721778927,0,28.524908
834,1,0,49,2,0.5236969320890407,1,0,0,0.97186371298459,1,90.24452
660,2,0,61,5,0.6214918176539327,1,1,1,0.7917096582723651,0,28.211403
776,0,0,32,4,0.4361178277602672,2,1,1,0.6325898123270772,0,4.35009
829,0,0,27,9,0.4465784095845449,1,1,1,0.5985403105996623,1,14.613255
637,0,0,39,9,0.5494015518412276,1,1,1,0.5881122647212809,1,44.517506
550,0,1,38,2,0.4120851617483418,1,0,1,0.454376142921649,0,44.564804
776,0,0,37,2,0.4135911118334939,2,1,0,0.9705303856518297,0,9.210519
698,0,1,44,10,0.4637873887361997,2,1,0,0.9903324767515297,0,11.10155
585,0,1,36,5,0.5821127215436356,2,0,0,0.43210621614364175,0,2.6616268
788,1,0,33,5,0.0,2,0,0,0.584888906890608,0,0.9560497
655,0,1,41,8,0.5004500831393337,1,0,0,0.8202251315000582,1,35.802727
601,0,1,42,1,0.3925726178306101,1,1,0,0.20003500334281923,1,43.352215
619,1,1,43,1,0.49905489515683443,1,1,1,0.567048703151151,0,41.440483
656,1,1,45,5,0.5096268369360644,1,1,0,0.43552154230729034,0,24.784145
725,0,1,19,0,0.3024662324053563,1,0,0,0.22803262711588954,0,6.155106
511,2,0,66,4,0.0,1,1,0,0.008158429129981912,1,89.780205
614,1,1,51,4,0.16216113881137956,1,1,1,0.23384083179943682,0,42.412693
742,0,1,35,5,0.5454684808481405,1,0,0,0.422530301643807,0,21.88465
687,0,0,27,9,0.6071344743995462,2,0,0,0.6324766015154447,0,9.252321
555,2,1,33,1,0.2235357391520996,2,0,0,0.8940181287312938,0,4.3397293
684,2,1,56,8,0.31370171052318496,1,1,1,0.49698136172004426,0,32.699047
603,0,1,26,4,0.4351024354151122,1,1,1,0.4641897801240018,0,4.2396917
751,0,0,36,6,0.6768941923790652,2,1,1,0.13874715035285867,0,7.649945
581,0,0,34,1,0.4050769776685028,1,1,0,0.5521523805523427,0,54.460342
735,0,1,43,10,0.4909563480535065,2,1,1,0.9834024149306257,0,15.26462
661,0,0,35,5,0.6007440311721783,2,0,1,0.5682806207992863,0,6.683335
675,1,0,21,8,0.39208453121345005,1,1,0,0.09096578723268071,0,2.2874136
738,0,1,58,2,0.5330667921784499,4,1,0,0.14182494428217893,1,99.545685
813,1,1,29,6,0.0,1,1,0,0.1697276589914337,0,17.797333
657,2,0,37,0,0.6520861916485694,1,0,1,0.22098095368107654,0,31.909502
604,0,0,25,5,0.6288642532113338,2,1,1,0.2921040459363869,0,2.4128704
519,1,1,36,9,0.0,2,0,1,0.7278236071544831,0,1.5036172
735,1,0,21,1,0.7123138721382855,2,1,0,0.11189278576104017,0,0.26789132
664,1,1,55,8,0.0,2,1,1,0.6958167504996727,0,7.647538
678,1,0,32,9,0.0,1,1,1,0.7410660718098578,0,6.305431
757,2,1,33,5,0.30790676804275396,1,0,1,0.9712330027517627,0,7.1795635
416,0,0,41,10,0.48700912788933554,2,1,0,0.4914970879719013,0,7.713799
665,1,0,34,1,0.38519838871631107,2,0,0,0.8570922523100956,0,0.89054984
777,1,0,32,2,0.0,1,1,0,0.6822982094790052,1,18.719316
543,1,0,36,3,0.0,2,0,0,0.13005247001088602,0,1.035946
506,1,0,34,4,0.359937455083855,1,1,1,0.7961945865830187,0,3.6108937
493,1,0,46,4,0.0,2,1,0,0.009481305464671876,0,16.96805
652,2,0,75,10,0.0,2,1,1,0.5733756073705039,0,1.2868253
750,2,1,22,3,0.484985039144778,1,1,0,0.6432202775365047,1,34.84535
729,1,1,30,9,0.0,2,1,0,0.7593613690107405,0,0.5692089
646,1,0,46,4,0.0,3,1,0,0.4662437262758593,1,88.35515
635,0,0,28,3,0.3253259919196675,2,1,1,0.7839737694949866,0,5.3470683
647,2,0,44,5,0.0,3,1,1,0.8710513854073063,1,94.80568
808,1,1,45,7,0.47280770451460996,2,1,0,0.7356746569297367,0,4.328535
524,1,0,36,10,0.0,2,1,0,0.5480672904262357,0,2.069989
769,1,1,29,8,0.0,2,1,1,0.8614774210937143,0,0.4121623
730,2,1,42,4,0.0,2,0,1,0.4298955050207295,0,3.6127653
515,2,1,35,10,0.7025719087777832,1,0,1,0.6063889101409184,0,10.313617
773,2,1,41,9,0.40983747624384076,1,0,1,0.32294919164780234,0,7.00669
814,0,1,29,8,0.386955516480815,2,1,1,0.9864169528189942,0,1.8768301
710,2,1,22,8,0.0,2,0,0,0.4982148795209942,0,4.962245
413,1,1,34,9,0.0,2,0,0,0.03261611483896712,0,0.48447913
665,1,0,40,6,0.0,1,1,1,0.8092595342855242,0,7.3725767
623,1,0,44,6,0.0,2,0,0,0.8358340721538906,0,4.0956845
738,1,1,31,9,0.32951287114222355,1,1,0,0.20981573740292198,0,3.6065228
528,2,1,36,7,0.0,2,1,0,0.30265380343822834,0,3.0530653
670,2,0,65,1,0.0,1,1,1,0.8883053331593166,1,5.086784
622,2,0,46,4,0.4267600044304842,2,1,1,0.15487984102481786,1,23.621613
582,0,1,32,1,0.3544810564321155,1,1,1,0.050219545966639814,0,7.872591
785,0,0,36,2,0.39779836506527416,1,0,1,0.18484235244465844,0,49.7114
605,2,1,33,5,0.5982221706032119,1,0,0,0.3592903622295929,0,36.494877
479,0,1,35,9,0.37000636393844216,1,1,0,0.49723888631364294,1,53.142822
685,0,1,30,3,0.3608509335403869,1,0,1,0.3153866194221548,0,25.31524
538,0,1,39,7,0.4306732665840542,2,1,0,0.13611139863856997,0,3.0104208
562,1,1,42,2,0.3995181868463009,1,0,0,0.43397059419174533,0,15.188064
675,2,1,36,9,0.4232417632194809,1,0,1,0.11492467530649175,0,6.9854455
721,0,1,28,9,0.6156903785118493,2,0,1,0.5064951702887626,1,3.7282019
628,0,0,30,9,0.5275101536245255,2,1,1,0.370823163612125,0,3.488246
668,0,0,37,6,0.6690541167531407,1,1,0,0.5781887670272511,0,30.877161
506,1,0,41,1,0.0,2,1,0,0.1587887643269932,0,1.701004
524,0,0,31,8,0.42973077236259555,1,1,0,0.9986644224523442,1,57.434315
699,0,1,34,4,0.7380439205416033,2,1,0,0.6041721984449514,0,2.2241592
828,1,1,34,8,0.5158801328459695,2,0,0,0.19061915412921931,0,0.8513947
674,2,1,39,6,0.4790527500627845,1,0,0,0.5006446615651794,0,12.568371
656,1,0,39,6,0.0,2,1,0,0.7053588617712991,0,1.6614199
684,0,0,48,10,0.5037281072964725,1,1,1,0.9906835102752312,0,76.73525
625,1,0,28,3,0.0,1,0,0,0.9182618440061026,0,9.4398365
432,1,1,42,9,0.6082288231050306,1,1,0,0.5513209511508349,1,11.94375
549,1,0,52,1,0.0,1,0,1,0.04312646857774917,1,77.5546
625,0,1,56,0,0.5919026326585428,1,1,0,0.2340848551036624,1,98.21013
828,1,0,41,7,0.0,2,1,0,0.8569177856485293,0,1.3892407
770,1,1,24,9,0.40585031954607553,1,1,0,0.836303717004974,0,10.508701
758,1,0,34,3,0.0,2,1,1,0.6211322181268311,0,1.3202822
795,0,0,33,9,0.5215760311288141,1,1,1,0.5746730312744868,0,12.193998
687,1,1,38,9,0.4885285097228122,1,1,1,0.17800349933418638,0,15.214579
686,1,1,25,1,0.0,2,0,1,0.08224680456983641,0,1.02313
789,0,1,39,7,0.4975265455388681,2,1,1,0.6220569064345645,0,2.6451895
589,0,0,50,5,0.5775055920114817,2,1,1,0.17466493050086282,0,20.483065
461,0,0,34,5,0.25374417955911904,1,0,1,0.8389436191156254,0,35.107494
637,1,1,40,2,0.5319414747238611,1,0,1,0.46581328516873355,0,14.580626
584,2,0,48,2,0.849532971733663,1,1,0,0.3757842373946712,1,85.71883
579,2,0,35,1,0.5161073964333488,2,0,1,0.04290034698313688,1,4.565476
756,0,1,44,10,0.547840320346799,1,1,0,0.9477521103265361,0,61.26123
663,1,1,34,7,0.0,2,1,1,0.9021644567056153,0,0.5858369
682,1,0,43,5,0.5016057714907276,1,1,1,0.9666260627889962,0,29.523573
793,2,1,52,2,0.0,1,1,0,0.79563718335101,1,95.89496
691,1,0,31,5,0.16307637096798946,1,1,0,0.6310715673346804,1,35.09518
485,2,0,21,5,0.4510086944065617,1,1,1,0.27067544950542777,0,2.8894234
635,2,0,29,8,0.5512076237806355,2,1,0,0.705387014459881,0,6.067846
650,1,1,37,5,0.42633716342758926,1,0,0,0.12242894196395754,0,5.6282735
735,1,1,44,9,0.4809985998697719,1,1,0,0.37415953223532844,0,20.794603
416,1,1,32,0,0.0,2,0,1,0.004336864170528285,0,3.4931586
754,2,0,32,7,0.0,2,1,0,0.4475885947107949,0,3.4742851
535,1,0,48,9,0.0,1,1,0,0.7494776251131983,1,76.97575
716,2,1,42,8,0.0,2,1,0,0.9040305349160845,0,5.3851633
539,1,1,37,2,0.5086112453068097,1,1,0,0.49322030253889243,0,4.906477
614,1,0,43,6,0.0,2,1,1,0.5452018167735019,0,15.84886
706,2,1,57,7,0.0,1,1,0,0.08965646219213934,1,97.78351
758,1,0,33,7,0.0,2,0,0,0.41496407906955113,0,0.3766185
586,2,0,28,2,0.0,2,1,1,0.4603228108284341,0,4.069519
646,1,0,73,6,0.3876444416137246,1,0,1,0.5235904028834754,0,1.4375383
631,0,0,33,4,0.49122215318578155,1,0,0,0.5634337579238817,0,37.76151
717,2,0,22,6,0.40279401887834226,1,0,1,0.42348034237269655,0,8.254251
684,1,1,30,2,0.0,2,1,0,0.417351057025946,0,2.3078237
800,1,0,49,7,0.4304829901255925,1,0,0,0.23559014885921603,0,68.33058
721,2,0,36,2,0.0,2,1,1,0.5348821812483092,0,8.481709
683,2,1,29,0,0.5328972014095446,1,1,0,0.27788133766774725,1,73.95237
660,0,1,31,9,0.49896653258699586,2,1,1,0.6993810408894049,0,1.451807
704,0,0,24,7,0.4505184555211242,1,1,0,0.8125370972927914,1,69.87664
615,2,0,41,9,0.43449206807433255,1,1,0,0.9825357321624214,0,42.416718
667,2,0,39,2,0.0,2,1,0,0.20356774071923867,1,6.402587
682,0,1,24,9,0.2308898007155017,2,0,0,0.2656389685214938,0,6.3068705
484,1,0,29,4,0.518594581568955,1,1,0,0.8201098704926321,0,12.319463
628,0,1,27,5,0.3819339158779567,2,1,0,0.7800013901327576,0,1.2946594
480,0,1,44,10,0.5165785439020282,1,1,0,0.02730820793385768,1,85.83939
578,1,1,30,4,0.6754220010204144,1,1,0,0.560931218931408,0,5.510685
512,1,1,40,5,0.0,2,1,1,0.7323011847631448,0,2.179139
484,2,0,35,7,0.5335561143570284,1,1,1,0.13638562482717098,0,12.228446
510,1,0,30,0,0.0,2,1,1,0.6527717897059169,0,16.255684
606,0,1,36,5,0.75919063393428,2,0,0,0.8967871931769484,0,1.758638
597,2,0,40,8,0.4065121420414161,1,0,1,0.47385795343455295,0,32.182297
754,0,0,55,3,0.6441213243193682,1,1,0,0.04035020344442894,1,96.224335
850,2,0,45,2,0.4874935875358797,1,1,1,0.09736389825228309,0,52.473633
510,1,1,65,2,0.0,2,1,1,0.24032310085613173,0,2.342621
778,0,0,45,1,0.6462800095449114,2,1,0,0.872681791111051,0,10.104532
636,1,1,42,2,0.0,2,1,1,0.27732248429725037,0,2.1370816
804,1,0,50,4,0.0,1,1,1,0.04268052599023207,1,80.70563
514,1,1,32,8,0.0,2,1,0,0.4792737706450966,0,0.7204858
730,1,0,39,1,0.39462504477415516,1,1,0,0.974764189980143,0,18.560328
525,2,0,37,0,0.0,1,0,1,0.6576135020894495,0,53.0662
616,2,1,30,5,0.0,2,0,1,0.9805782952271942,0,3.9705486
687,0,0,34,7,0.44395786352937167,2,1,0,0.7428368409183077,0,11.026057
715,1,0,41,8,0.22405451552062436,2,0,0,0.4648995479068251,1,2.0247178
512,1,0,36,3,0.33610367460350143,2,1,0,0.08832733526051738,0,1.0790592
479,1,1,40,1,0.0,2,0,0,0.5749791605098287,0,2.2526321
601,1,1,32,8,0.3707198010156236,1,1,0,0.43477072060381766,0,10.121119
580,2,1,29,9,0.24595818963787253,2,1,0,0.6403922574605875,0,2.331028
807,1,1,35,3,0.6966579538329687,1,1,1,0.002944181169301668,0,4.1474433
616,2,0,32,6,0.0,2,1,1,0.21496992962827946,0,7.256466
721,0,1,37,3,0.4293402153838637,1,1,1,0.7929734289624658,0,32.855682
501,1,1,57,10,0.0,2,1,1,0.23920089368534694,0,5.2340574
521,1,1,35,6,0.38431476301792494,1,1,0,0.05238930317845354,0,13.395521
850,2,1,30,2,0.5621406284918312,1,1,1,0.02983594933316131,0,6.270627
759,1,1,42,4,0.4201713133806639,1,0,1,0.6070453728331056,0,5.8385806
516,2,1,50,5,0.0,1,0,1,0.7307415358166705,1,72.312874
711,1,0,38,2,0.5142409015548903,2,1,1,0.07182325912124607,1,5.5615573
512,2,1,33,3,0.7041369665269274,1,1,0,0.47334115408021465,0,30.734257
550,1,1,37,3,0.0,1,1,1,0.8983794452370201,0,10.831378
608,2,0,41,3,0.35777012092838173,1,0,0,0.9965609715727851,1,54.565193
618,1,1,34,5,0.5378858404223006,1,1,1,0.7597866096212188,0,11.108145
643,1,1,45,5,0.0,1,1,0,0.7125776511656863,1,22.105827
671,1,1,45,2,0.42398429577522895,1,0,1,0.7913407730438257,0,11.842009
689,0,1,33,2,0.6449416972444869,2,1,0,0.8469324820520359,0,7.948535
603,1,1,31,8,0.0,2,1,1,0.8495983366411491,0,1.1651199
620,1,0,41,9,0.0,2,0,0,0.4442468755766176,0,2.7144363
676,1,0,34,1,0.25147664535828074,1,1,1,0.20319055469797362,0,10.821265
572,0,1,26,4,0.4714544060498827,2,0,0,0.3021074512615955,0,0.7525966
668,0,1,47,7,0.425886900932566,1,0,1,0.7898126271058885,1,68.25293
695,1,1,46,7,0.1973412790826746,1,1,0,0.6650423115407521,0,28.979115
730,2,0,33,9,0.0,2,0,0,0.8829095178589554,0,3.335499
807,1,1,43,1,0.4216824448524101,2,1,0,0.17439895510021206,1,1.8280692
592,1,1,54,8,0.0,1,1,1,0.14364436803714753,1,53.979797
726,1,0,31,9,0.45724560916346557,2,1,1,0.49088182921469004,0,1.0882529
514,2,1,30,7,0.0,1,0,1,0.6250529925607895,0,8.338356
567,1,1,42,2,0.0,2,1,1,0.8399453647823366,0,1.0452871
850,1,1,33,10,0.0,1,1,0,0.024253016163043567,1,15.626079
671,0,1,45,6,0.39683131904272373,1,1,1,0.5443563360300908,1,49.420933
670,1,1,37,4,0.6797895910646431,2,1,0,0.9913011692616644,0,0.43098027
694,1,0,30,9,0.0,2,1,1,0.13475651924758814,0,1.3015252
547,0,0,39,6,0.297316531983165,3,1,1,0.42871564234384385,1,79.73503
751,0,1,50,2,0.3861663115889005,1,1,0,0.38601021397543467,1,94.267685
594,0,0,29,3,0.5214476523117415,1,1,0,0.30521389792725206,0,45.944626
673,1,1,72,1,0.0,2,0,1,0.5599015205952168,0,0.19496211
610,1,1,40,0,0.0,2,1,0,0.31113481337467724,0,3.3754132
512,1,0,37,1,0.0,2,0,1,0.7805417917411113,0,6.726229
767,0,1,20,3,0.4771429308210358,2,0,1,0.7506906909609867,0,0.40840918
585,1,0,67,5,0.4542839285863038,2,0,1,0.4657171259855316,0,2.4784603
763,0,1,42,6,0.39920889792345576,1,1,0,0.16727277454996953,1,41.743244
712,1,0,29,2,0.0,1,1,1,0.7218860401168311,0,4.503502
539,0,0,43,3,0.463217954349513,3,1,0,0.27898854340589524,1,92.802345
668,1,0,46,2,0.0,3,1,0,0.44522691917078083,1,87.306335
703,1,1,28,2,0.3235330727308447,2,0,1,0.8140806447015689,0,1.956756
662,2,1,38,4,0.0,2,1,0,0.6813054146671006,0,3.8103433
725,0,0,39,5,0.4655428026574456,1,1,0,0.6202661854207077,0,36.826893
703,1,1,37,8,0.42232956018118756,2,0,1,0.3707715086790789,0,1.7875482
659,0,1,67,6,0.4679653001742661,1,1,1,0.2253190679709912,1,6.459967
523,2,1,34,7,0.0,2,1,0,0.3101220166525903,0,5.09934
635,1,0,40,10,0.4922220810847943,1,1,0,0.6597712581551538,1,39.480484
772,0,1,26,7,0.6074199688008786,2,1,0,0.3970500182767454,0,0.44076225
545,1,0,26,1,0.0,2,1,1,0.9982302309870592,0,0.66757894
634,0,1,24,8,0.41091524451222416,1,1,1,0.7879037948124046,0,21.261747
739,0,1,54,8,0.5038625044933583,1,1,0,0.6721100365084866,1,82.736145
771,0,0,36,5,0.310272987729799,1,0,0,0.49901970638195947,0,38.17678
587,2,0,34,1,0.0,2,1,1,0.48965226179100096,0,5.396419
681,1,0,79,0,0.0,2,0,1,0.8548686899598911,0,0.44857883
544,0,1,37,2,0.3177860381479987,1,1,1,0.28776433149365765,0,47.595554
696,2,1,28,8,0.0,1,0,0,0.8835938332110717,0,30.284643
766,2,1,41,0,0.0,2,0,1,0.17137461627585435,0,1.9987683
727,1,1,34,10,0.0,2,1,1,0.993223652858848,0,1.9768159
671,0,0,34,6,0.1485330956485161,2,0,0,0.784602629551122,0,1.4528935
693,1,0,30,6,0.5101364063791798,1,1,1,0.252252190084153,0,9.381943
850,0,1,38,3,0.21881796708775267,1,1,1,0.700386736933377,0,25.71539
732,0,1,42,9,0.4334352644932451,2,1,1,0.32658883923414683,0,5.4329476
726,2,0,48,6,0.39819430271469985,1,1,0,0.32158901175062216,0,85.69367
557,1,0,32,6,0.7361012991370322,2,1,0,0.07473143685221938,0,1.3260741
682,1,0,26,0,0.44103173523560907,1,0,1,0.559391571895116,0,12.947096
738,2,1,31,9,0.3149477941422352,1,1,1,0.09298212979339526,0,5.053389
531,2,0,36,9,0.39554111392398406,1,1,0,0.6156859480080347,0,32.089027
498,1,1,34,2,0.0,2,1,1,0.7426542234783421,0,0.6956792
651,1,1,36,7,0.0,2,1,0,0.06944028154688772,0,1.1424805
549,2,0,39,7,0.0,1,0,0,0.40627714946777416,1,55.495026
791,0,0,35,7,0.20899401824860445,1,1,0,0.8052777540255094,0,34.77313
650,2,1,41,9,0.0,2,0,1,0.9580319420504658,0,2.874084
733,0,1,34,3,0.39991520062986535,3,1,0,0.24276123369781813,1,20.34108
811,0,0,34,1,0.5950511221508303,2,1,1,0.9317297801940084,0,8.261435
707,1,1,30,8,0.0,2,1,0,0.16575477958145002,0,0.6041117
712,0,1,28,4,0.580336980644213,1,0,1,0.4694045781372121,0,12.278754
706,2,0,37,7,0.0,2,1,1,0.5544915539434015,0,6.317809
756,1,1,62,3,0.0,1,1,1,0.055942642522360884,1,38.17422
777,1,0,53,10,0.0,2,1,0,0.9499976747779413,0,20.535261
646,1,1,35,6,0.3349043430342575,1,0,1,0.821298984052977,0,7.9657474
714,1,1,46,1,0.0,1,1,0,0.760853711529451,1,30.933975
782,1,1,39,8,0.0,2,1,1,0.1697066569857421,0,1.5326318
775,2,1,29,10,0.0,2,1,1,0.340694286304342,0,1.8783798
479,0,1,35,4,0.5528895018690657,1,1,1,0.23622360935469336,1,21.418638
807,1,1,42,7,0.471405382161339,1,1,1,0.1293830560818558,0,13.592246
799,1,0,22,8,0.6942499243417917,2,0,1,0.9632033359185802,0,0.3304391
675,1,1,40,7,0.45121451502480553,2,1,0,0.1728454067363433,0,1.1374452
602,2,1,29,5,0.4141413750897825,1,1,0,0.8061682890716063,0,39.38037
475,1,0,32,8,0.47438894413265564,1,1,0,0.5040716888462847,0,24.483261
744,2,0,26,5,0.6628105060504846,1,1,1,0.9085010618514068,0,4.2441807
588,2,1,34,10,0.0,2,1,0,0.39537440825598846,0,8.940406
703,0,1,42,9,0.25200271552485715,1,0,1,0.6865892692752158,0,31.26251
747,2,0,41,5,0.37673132545568605,2,1,0,0.9746694809354292,0,8.991801
583,1,1,27,7,0.0,2,1,0,0.2563940356304027,0,0.4924445
750,2,0,34,9,0.4496736503653735,1,0,0,0.7520215680597496,1,10.770308
681,1,1,38,3,0.0,2,1,1,0.5624556145111859,0,3.4070148
773,1,1,25,2,0.5416674554995616,1,1,0,0.3682591687506157,0,4.0808764
714,1,0,31,4,0.49888486596290954,1,1,1,0.5331774684482368,0,4.78718
687,2,0,44,7,0.0,3,1,0,0.7792841216336159,1,96.589745
511,1,1,58,0,0.594334177673493,1,1,1,0.813017293151496,0,40.546814
627,1,1,33,5,0.0,2,1,1,0.518680734010098,0,1.280936
694,1,0,31,10,0.0,2,1,0,0.8049703246660055,0,2.955875
616,2,0,36,6,0.5273524003311464,1,0,0,0.07726367868131406,0,58.30934
687,1,1,35,8,0.0,2,1,0,0.05161727945018748,0,1.270135
712,1,0,33,6,0.0,2,1,1,0.9534639558077795,0,1.5254424
553,1,1,33,4,0.47064084864097616,1,0,0,0.4721894440919107,0,8.520519
667,1,1,31,1,0.47535909898716255,1,1,1,0.1412437387770532,0,2.3622577
731,1,1,43,2,0.0,1,1,1,0.8501980439131938,1,24.01423
629,0,1,35,7,0.625143419784503,2,1,0,0.15907874201986288,0,1.9628385
614,1,1,50,4,0.5464548175715488,1,1,0,0.6358352722685017,1,64.27968
438,0,1,31,8,0.31247224719805566,1,1,0,0.2246486039416764,0,31.914625
652,1,0,80,4,0.0,2,1,1,0.943047511037304,0,0.16088961
729,0,1,30,6,0.2537660609532739,1,1,0,0.7255682417670887,0,20.66419
642,1,1,38,3,0.0,2,0,0,0.8573431262685586,0,0.5053864
806,0,0,59,0,0.5392481465283375,1,1,0,0.9141419005515026,0,97.800476
744,2,1,36,2,0.6130155873247183,1,1,1,0.43605039281251357,0,24.516258
474,2,1,37,3,0.0,2,0,0,0.28584599829283697,0,3.2628012
559,1,1,49,2,0.5861733742173965,1,1,0,0.6027038082136844,1,62.227512
706,2,1,42,9,0.0,2,1,1,0.14352750687690674,0,3.6441808
628,2,0,22,3,0.0,1,1,0,0.4271142894146391,0,30.301294
429,1,1,24,4,0.38159616918566425,1,1,0,0.23081789310879186,0,3.7864447
525,2,0,57,2,0.5817713877375471,1,1,1,0.32221467150112837,0,58.116478
680,1,0,30,8,0.563741836376674,1,1,1,0.08134471842060916,0,4.482301
749,1,1,40,1,0.5551672792726322,1,1,0,0.914306516272304,1,7.9967895
763,1,0,31,4,0.0,2,0,0,0.25198976502255965,0,0.5160686
734,1,1,30,3,0.0,2,1,0,0.5381947475983956,0,0.47862986
716,1,1,35,4,0.5756475467788535,1,1,0,0.6706693989275975,0,7.320462
594,1,1,35,2,0.0,2,1,0,0.5173949612187964,0,1.17766
644,1,0,46,9,0.3803985514596784,1,1,0,0.5437992828315104,1,40.046608
671,0,1,35,1,0.5773210150782735,1,1,1,0.895089081007236,0,10.247992
664,0,1,26,7,0.46331217587188495,2,1,1,0.47571323061352355,0,0.372124
656,1,1,50,7,0.0,2,0,1,0.3606937462527671,0,4.378749
667,2,0,40,1,0.5839106626917727,1,1,0,0.09576569562393207,0,33.75503
663,0,1,44,2,0.46643878397001753,2,0,1,0.723412085854199,0,8.054347
584,0,0,30,8,0.4464514257561706,1,1,0,0.8888871387217478,1,45.593513
626,2,0,37,6,0.4315272786652143,1,1,0,0.027934467741669324,0,40.58476
485,1,1,29,7,0.7258875107419113,1,1,0,0.5841404354115818,1,4.0160646
659,0,0,32,3,0.6015340332004919,2,0,1,0.8732880490086803,0,3.3680513
649,1,1,33,2,0.0,2,1,0,0.009997954804683847,0,1.417703
805,2,0,39,5,0.6587221528868554,1,1,0,0.07049808256688513,1,66.878235
716,0,0,39,10,0.4595543553161366,1,1,0,0.2175998807886153,1,70.93872
642,0,0,40,6,0.5161557427559533,2,0,1,0.4304793607789544,1,9.408623
659,1,1,31,4,0.47167461498013,1,0,0,0.8078902035144356,0,4.1790185
545,2,0,47,5,0.0,2,1,1,0.19481140448912868,0,28.571209
543,1,1,22,8,0.0,2,0,0,0.6379391231862642,0,0.16175476
718,1,0,25,7,0.0,2,1,0,0.15185720236282563,0,0.7178218
840,1,0,43,7,0.0,2,1,0,0.45453025763960453,0,4.9939027
630,0,0,34,9,0.4262170748290671,2,1,0,0.6913831770934125,0,4.622225
643,0,1,59,3,0.6788866746653991,1,1,1,0.16081640796696084,0,63.975018
654,0,0,32,1,0.45640383312603144,1,1,1,0.6307184836151852,0,12.743267
582,1,1,39,5,0.0,2,1,1,0.6494687742679425,0,0.864151
659,2,1,32,3,0.4288359070409823,2,1,1,0.5120752031819038,0,1.3737946
762,2,1,39,2,0.32392885095299057,1,1,1,0.09354938396616876,0,17.973269
568,2,0,32,7,0.6751729357525201,1,1,0,0.3096527718397107,0,57.890392
